Year,School,Conference,Public_Private,Undergrads,Revenues,Expenses,Coach_Salary,Infractions,Wins,Losses
2008,Miami (FL),ACC,Private,9513,27155010,20972026,-1,0,7,6
2009,Miami (FL),ACC,Private,9268,24631029,17863218,-1,0,9,4
2010,Miami (FL),ACC,Private,9402,26205317,24414086,-1,0,7,6
2011,Miami (FL),ACC,Private,9632,29278750,22331630,-1,0,6,6
2012,Miami (FL),ACC,Private,9759,29986463,24672810,-1,1,7,5
2013,Miami (FL),ACC,Private,10517,33528906,27922382,2148107,0,9,4
2014,Miami (FL),ACC,Private,10296,38985460,26894656,2250943,0,6,7
2015,Miami (FL),ACC,Private,10277,34217378,28467129,2539315,1,8,5
2016,Miami (FL),ACC,Private,10102,35358218,33018938,-1,1,9,4
2003,Miami (OH),MAC,Public,14769,4322822,4325824,-1,0,13,1
2004,Miami (OH),MAC,Public,14727,4464311,4545311,-1,0,8,5
2005,Miami (OH),MAC,Public,14612,4225044,4225044,-1,0,7,4
2006,Miami (OH),MAC,Public,14385,4819872,4819872,127500,0,2,10
2007,Miami (OH),MAC,Public,14555,5321463,5321463,131325,0,6,7
2008,Miami (OH),MAC,Public,14785,5356706,5356706,-1,0,2,10
2009,Miami (OH),MAC,Public,14387,6903977,6903977,200000,0,1,11
2010,Miami (OH),MAC,Public,14525,6950802,6950801,300000,0,10,4
2011,Miami (OH),MAC,Public,14482,6388432,6388432,412000,0,4,8
2012,Miami (OH),MAC,Public,14605,6922038,6922039,410000,0,4,8
2013,Miami (OH),MAC,Public,14952,7188385,7188385,400000,0,0,12
2014,Miami (OH),MAC,Public,15029,8172656,8172654,450000,0,2,10
2015,Miami (OH),MAC,Public,15667,7613028,7613028,450000,0,3,9
2016,Miami (OH),MAC,Public,16109,9029644,9346412,472300,0,6,7
2003,Michigan,Big Ten,Public,23312,38547937,10638824,-1,0,10,3
2004,Michigan,Big Ten,Public,23773,46396107,10690874,-1,0,9,3
2005,Michigan,Big Ten,Public,24446,50365537,12842545,-1,0,7,5
2006,Michigan,Big Ten,Public,24631,50982629,14750836,647619,0,11,2
2007,Michigan,Big Ten,Public,25179,57463603,16785667,687884,0,9,4
2008,Michigan,Big Ten,Public,25102,52246025,18034203,-1,0,3,9
2009,Michigan,Big Ten,Public,25261,63189417,18328233,859000,0,5,7
2010,Michigan,Big Ten,Public,26096,70300676,23552233,2515180,1,7,6
2011,Michigan,Big Ten,Public,26460,85209247,23640337,3254000,0,11,2
2012,Michigan,Big Ten,Public,26954,81475191,23061374,3046120,0,8,5
2013,Michigan,Big Ten,Public,27228,91383749,26755732,4154000,0,7,6
2014,Michigan,Big Ten,Public,27297,88251525,31880547,2854000,0,5,7
2015,Michigan,Big Ten,Public,27161,97149706,36597583,7004000,0,10,3
2016,Michigan,Big Ten,Public,27833,105876108,46249632,9004000,0,10,3
2003,Michigan State,Big Ten,Public,31115,21871775,11393664,-1,0,8,5
2004,Michigan State,Big Ten,Public,31698,29274872,13711231,-1,0,5,7
2005,Michigan State,Big Ten,Public,32200,33585383,15910445,-1,0,5,6
2006,Michigan State,Big Ten,Public,32588,40795755,22496400,645834,0,4,8
2007,Michigan State,Big Ten,Public,32913,43826312,17910444,600000,0,7,6
2008,Michigan State,Big Ten,Public,33096,43506725,15862254,-1,0,9,4
2009,Michigan State,Big Ten,Public,33238,44462659,17468458,827260,0,6,7
2010,Michigan State,Big Ten,Public,32720,45040778,17420499,1796700,0,11,2
2011,Michigan State,Big Ten,Public,33016,49754373,19079552,1918000,0,11,3
2012,Michigan State,Big Ten,Public,33902,47869615,20624183,1934250,0,7,6
2013,Michigan State,Big Ten,Public,34576,52793124,26678123,1959744,0,13,1
2014,Michigan State,Big Ten,Public,35038,59227831,27694367,5611845,0,11,2
2015,Michigan State,Big Ten,Public,35425,64661163,31978126,3671520,0,12,2
2016,Michigan State,Big Ten,Public,35280,64958793,26326106,4300000,0,3,9
2003,Middle Tennessee,Sun Belt,Public,16679,4107458,4107458,-1,0,4,8
2004,Middle Tennessee,Sun Belt,Public,17130,3892130,3892130,-1,0,5,6
2005,Middle Tennessee,Sun Belt,Public,17291,4750866,4750866,-1,0,4,7
2006,Middle Tennessee,Sun Belt,Public,17257,5838119,5838119,179800,0,7,6
2007,Middle Tennessee,Sun Belt,Public,17724,5532473,5532473,207955,0,5,7
2008,Middle Tennessee,Sun Belt,Public,18126,5513282,5513282,-1,0,5,7
2009,Middle Tennessee,Sun Belt,Public,18879,6638007,6638007,195155,0,10,3
2010,Middle Tennessee,Sun Belt,Public,19682,7546988,7244795,488955,0,6,7
2011,Middle Tennessee,Sun Belt,Public,19371,7629932,7629932,588780,0,2,10
2012,Middle Tennessee,Sun Belt,Public,18367,7882477,7882477,601504,0,8,4
2013,Middle Tennessee,C-USA,Public,17354,9040369,9040369,701504,0,8,5
2014,Middle Tennessee,C-USA,Public,16571,9054880,9054880,801504,0,6,6
2015,Middle Tennessee,C-USA,Public,16141,10167835,10167835,801504,0,7,6
2016,Middle Tennessee,C-USA,Public,15985,10541364,10541364,801504,0,8,5
2003,Minnesota,Big Ten,Public,26173,14484196,7466184,-1,0,10,3
2004,Minnesota,Big Ten,Public,26479,15274930,7639069,-1,0,7,5
2005,Minnesota,Big Ten,Public,26957,16679279,7890070,-1,0,7,5
2006,Minnesota,Big Ten,Public,28516,17390376,8304534,760000,0,6,7
2007,Minnesota,Big Ten,Public,28661,24275876,9306397,600000,0,1,11
2008,Minnesota,Big Ten,Public,26146,25594942,9257658,-1,0,7,6
2009,Minnesota,Big Ten,Public,27636,32322688,17433699,600000,0,6,7
2010,Minnesota,Big Ten,Public,28211,30524945,16985182,808000,0,3,9
2011,Minnesota,Big Ten,Public,28227,32956474,16177355,1700000,0,3,9
2012,Minnesota,Big Ten,Public,28063,36028193,20839079,1200000,0,6,7
2013,Minnesota,Big Ten,Public,27866,39820826,27756655,1200000,0,8,5
2014,Minnesota,Big Ten,Public,27943,35772983,26292215,2100000,0,8,5
2015,Minnesota,Big Ten,Public,28206,49363392,25542759,2500000,0,6,7
2016,Minnesota,Big Ten,Public,28782,48886935,30950349,1400000,0,9,4
2003,Mississippi,SEC,Public,10079,16770707,7519496,-1,0,10,3
2004,Mississippi,SEC,Public,10865,15958445,7264838,-1,0,4,7
2005,Mississippi,SEC,Public,11143,16563825,6755180,-1,0,3,8
2006,Mississippi,SEC,Public,12682,17581209,7027228,900000,0,4,8
2007,Mississippi,SEC,Public,12682,17768432,4765737,200000,0,3,9
2008,Mississippi,SEC,Public,11444,18688648,9514556,-1,0,9,4
2009,Mississippi,SEC,Public,11972,28409774,11920510,200000,0,9,4
2010,Mississippi,SEC,Public,12971,28515471,17764174,2500000,0,4,8
2011,Mississippi,SEC,Public,14071,26890956,10588595,2756520,0,2,10
2012,Mississippi,SEC,Public,14691,41136644,25210875,1500000,0,7,6
2013,Mississippi,SEC,Public,15411,43992194,24166713,2000000,0,8,5
2014,Mississippi,SEC,Public,16418,53399653,25164361,3000000,0,9,4
2015,Mississippi,SEC,Public,17120,56823049,29500677,4300000,0,10,3
2016,Mississippi,SEC,Public,17649,62681760,30410352,4700000,0,5,7
2003,Mississippi State,SEC,Public,11203,11657366,6520517,-1,0,2,10
2004,Mississippi State,SEC,Public,10984,9792405,6278729,-1,1,3,8
2005,Mississippi State,SEC,Public,11098,12741470,7185069,-1,0,3,8
2006,Mississippi State,SEC,Public,11697,12074969,6419780,190000,0,3,9
2007,Mississippi State,SEC,Public,11753,15994121,9613003,205000,0,8,5
2008,Mississippi State,SEC,Public,12555,18732248,12858662,-1,0,4,8
2009,Mississippi State,SEC,Public,13206,14551275,9951097,250000,0,5,7
2010,Mississippi State,SEC,Public,14079,22575985,11766024,1200000,0,9,4
2011,Mississippi State,SEC,Public,14949,25339143,13399021,2500000,0,7,6
2012,Mississippi State,SEC,Public,15004,25824156,15279072,2600000,0,8,5
2013,Mississippi State,SEC,Public,15048,27140807,15302574,2700000,1,7,6
2014,Mississippi State,SEC,Public,14561,31308423,17213521,3000000,0,10,3
2015,Mississippi State,SEC,Public,15477,35471847,22311861,4000000,0,9,4
2016,Mississippi State,SEC,Public,16134,35687282,23069814,4200000,0,6,7
2003,Missouri,Big 12,Public,19033,15062869,6884992,-1,0,8,5
2004,Missouri,Big 12,Public,19533,15907400,6779057,-1,0,5,6
2005,Missouri,Big 12,Public,19965,14977244,7135461,-1,0,7,5
2006,Missouri,Big 12,Public,19933,15284731,9329395,395000,0,8,5
2007,Missouri,Big 12,Public,20240,19301864,10591618,275000,0,12,2
2008,Missouri,Big 12,Public,21560,24141873,15681323,-1,0,10,4
2009,Missouri,Big 12,Public,22325,25378066,13759649,575000,0,8,5
2010,Missouri,Big 12,Public,23369,24694807,14983805,2550000,0,10,3
2011,Missouri,Big 12,Public,24298,15298186,15298186,2700000,0,8,5
2012,Missouri,SEC,Public,25046,28792306,17358875,2700000,0,5,7
2013,Missouri,SEC,Public,25168,34058953,21416004,2800000,0,12,2
2014,Missouri,SEC,Public,25753,37892973,23318033,3400000,0,11,3
2015,Missouri,SEC,Public,25909,30358216,21061689,3768889,0,5,7
2016,Missouri,SEC,Public,24060,29205904,21093796,2350000,0,4,8
2003,Navy,Independent,Public,-1,-1,-1,-1,0,8,5
2004,Navy,Independent,Public,-1,-1,-1,-1,0,10,2
2005,Navy,Independent,Public,-1,-1,-1,-1,0,8,4
2006,Navy,Independent,Public,-1,-1,-1,1003309,0,9,4
2007,Navy,Independent,Public,-1,-1,-1,1049311,0,8,5
2008,Navy,Independent,Public,-1,-1,-1,-1,0,8,5
2009,Navy,Independent,Public,-1,-1,-1,468464,0,10,4
2010,Navy,Independent,Public,-1,-1,-1,1852868,0,9,4
2011,Navy,Independent,Public,-1,-1,-1,1538190,0,5,7
2012,Navy,Independent,Public,-1,-1,-1,1605370,0,8,5
2013,Navy,Independent,Public,-1,-1,-1,1514240,0,9,4
2014,Navy,Independent,Public,-1,-1,-1,1574810,0,8,5
2015,Navy,American,Public,-1,-1,-1,1637803,0,11,2
2016,Navy,American,Public,-1,-1,-1,2000000,0,9,5
2003,Nebraska,Big 12,Public,16219,30231643,12954126,-1,0,10,3
2004,Nebraska,Big 12,Public,15684,20671989,11174834,-1,0,5,6
2005,Nebraska,Big 12,Public,15768,22404640,11082406,-1,0,8,4
2006,Nebraska,Big 12,Public,15768,26264849,13834134,1690317,0,9,5
2007,Nebraska,Big 12,Public,16757,49076861,18797860,726250,0,5,7
2008,Nebraska,Big 12,Public,17283,55226605,17938606,-1,0,9,4
2009,Nebraska,Big 12,Public,17737,49928228,17843849,1852000,0,10,4
2010,Nebraska,Big 12,Public,18129,54712406,20147302,2100000,0,10,4
2011,Nebraska,Big Ten,Public,18039,55063437,18649947,2775000,0,9,4
2012,Nebraska,Big Ten,Public,17766,55866615,21359309,2875000,0,10,4
2013,Nebraska,Big Ten,Public,18102,60164128,23844466,2975000,0,9,4
2014,Nebraska,Big Ten,Public,18660,60621628,29179492,3077646,0,9,4
2015,Nebraska,Big Ten,Public,18817,65012080,27493962,2700000,0,6,7
2016,Nebraska,Big Ten,Public,19381,69503006,36571682,2800000,0,9,4
2003,Nevada,WAC,Public,9457,4164850,3334135,-1,0,6,6
2004,Nevada,WAC,Public,9838,2471430,3981470,-1,0,5,7
2005,Nevada,WAC,Public,10257,3583907,4711780,-1,0,9,3
2006,Nevada,WAC,Public,12404,4446166,5127316,360000,0,8,5
2007,Nevada,WAC,Public,10342,5498629,5032369,368092,0,6,7
2008,Nevada,WAC,Public,10545,4816735,5703566,-1,0,7,6
2009,Nevada,WAC,Public,10650,5648487,5535087,377505,0,8,5
2010,Nevada,WAC,Public,11435,6079274,5764438,443093,0,13,1
2011,Nevada,WAC,Public,11980,4720882,5048106,438952,0,7,6
2012,Nevada,MW,Public,12395,6026259,6279506,493093,0,7,6
2013,Nevada,MW,Public,12919,6387849,6297515,525000,0,4,8
2014,Nevada,MW,Public,13856,8252434,7087956,575000,0,7,6
2015,Nevada,MW,Public,14844,9736900,7608249,575000,0,7,6
2016,Nevada,MW,Public,15390,9730719,9283715,575000,0,5,7
2003,New Mexico,MW,Public,14130,6728270,4230436,-1,0,8,5
2004,New Mexico,MW,Public,14508,6875650,4302153,-1,0,7,5
2005,New Mexico,MW,Public,14839,7245875,4822248,-1,0,6,5
2006,New Mexico,MW,Public,14752,3265057,5716739,356175,0,6,7
2007,New Mexico,MW,Public,14574,5751198,5751198,364513,0,9,4
2008,New Mexico,MW,Public,14855,7961505,7961505,-1,1,4,8
2009,New Mexico,MW,Public,15845,7018389,7018389,300000,0,1,11
2010,New Mexico,MW,Public,16693,6679522,6679522,750000,0,1,11
2011,New Mexico,MW,Public,16722,8101517,8101517,750000,0,1,11
2012,New Mexico,MW,Public,16788,7808217,7808217,760000,0,4,9
2013,New Mexico,MW,Public,16826,8025004,8025004,763600,0,3,9
2014,New Mexico,MW,Public,16121,7677165,7677165,772690,0,4,8
2015,New Mexico,MW,Public,15852,9137178,9137178,772690,0,7,6
2016,New Mexico,MW,Public,15732,11778648,11778648,822690,0,9,4
2003,New Mexico State,Sun Belt,Public,10538,2006652,3263308,-1,0,3,9
2004,New Mexico State,Sun Belt,Public,10648,2051337,3642934,-1,0,5,6
2005,New Mexico State,WAC,Public,10238,3242500,4104181,-1,0,0,12
2006,New Mexico State,WAC,Public,10176,1118277,4953758,229000,0,4,8
2007,New Mexico State,WAC,Public,11330,6022277,6869529,238320,0,4,9
2008,New Mexico State,WAC,Public,11753,6479728,7004434,-1,0,3,9
2009,New Mexico State,WAC,Public,12577,5289364,5516576,375000,0,3,10
2010,New Mexico State,WAC,Public,12619,5492439,5492439,375000,0,2,10
2011,New Mexico State,WAC,Public,11116,6159515,6159515,375000,0,4,9
2012,New Mexico State,WAC,Public,11584,6569816,6569816,382260,0,1,11
2013,New Mexico State,Independent,Public,11215,7007906,7007906,375000,0,2,10
2014,New Mexico State,Sun Belt,Public,10570,6375298,6375298,376044,0,2,10
2015,New Mexico State,Sun Belt,Public,10298,7141189,7141189,376044,0,3,9
2016,New Mexico State,Sun Belt,Public,9825,6184956,6184956,376044,0,3,9
2003,North Carolina,ACC,Public,15355,15120192,9482795,-1,0,2,10
2004,North Carolina,ACC,Public,15698,17332920,10531683,-1,0,6,6
2005,North Carolina,ACC,Public,15911,17407010,10078439,-1,0,5,6
2006,North Carolina,ACC,Public,16840,18147854,15097818,311200,0,3,9
2007,North Carolina,ACC,Public,18188,20687386,13233977,1411000,0,4,8
2008,North Carolina,ACC,Public,17043,24163760,15363472,-1,1,8,5
2009,North Carolina,ACC,Public,17267,22077550,14788287,1702000,1,8,5
2010,North Carolina,ACC,Public,17457,26385760,15050721,1752000,0,8,5
2011,North Carolina,ACC,Public,17386,27626613,16688376,500000,0,7,6
2012,North Carolina,ACC,Public,17506,31481105,15912188,2448605,1,8,4
2013,North Carolina,ACC,Public,17519,33261045,17982090,1730000,0,7,6
2014,North Carolina,ACC,Public,17526,36050976,21741635,1830000,0,6,7
2015,North Carolina,ACC,Public,17606,40523499,23461114,1931000,0,11,3
2016,North Carolina,ACC,Public,17828,41163583,21670847,1986265,0,8,5
2003,North Carolina State,ACC,Public,18904,7979250,5216481,-1,0,8,5
2004,North Carolina State,ACC,Public,18890,14693373,5157534,-1,0,5,6
2005,North Carolina State,ACC,Public,19226,15300451,8028548,-1,0,7,5
2006,North Carolina State,ACC,Public,21062,18109836,7889885,185000,0,3,9
2007,North Carolina State,ACC,Public,20604,19952404,8428615,600000,0,5,7
2008,North Carolina State,ACC,Public,21354,21772446,11009793,-1,0,6,7
2009,North Carolina State,ACC,Public,21840,22018738,10480938,625000,0,5,7
2010,North Carolina State,ACC,Public,21974,21856742,11329718,632950,0,9,4
2011,North Carolina State,ACC,Public,21928,25482653,12942867,932250,0,8,5
2012,North Carolina State,ACC,Public,21665,31841355,18486858,936225,0,7,6
2013,North Carolina State,ACC,Public,21330,38020861,17988989,2550000,0,3,9
2014,North Carolina State,ACC,Public,21283,39999142,17833208,1800000,0,8,5
2015,North Carolina State,ACC,Public,20894,39539832,19194988,2200000,0,7,6
2016,North Carolina State,ACC,Public,20818,43165259,20866002,2200000,0,7,6
2003,North Texas,Sun Belt,Public,18654,1514116,3131213,-1,0,9,4
2004,North Texas,Sun Belt,Public,19056,1430676,2976279,-1,0,7,5
2005,North Texas,Sun Belt,Public,19780,1502423,3200523,-1,0,2,9
2006,North Texas,Sun Belt,Public,30182,1433107,4219719,232425,0,3,9
2007,North Texas,Sun Belt,Public,30874,2909550,4083748,230000,0,2,10
2008,North Texas,Sun Belt,Public,21554,4352113,4352113,-1,0,1,11
2009,North Texas,Sun Belt,Public,21298,4315701,4315701,230000,0,2,10
2010,North Texas,Sun Belt,Public,22095,6824909,6824909,289161,0,3,9
2011,North Texas,Sun Belt,Public,22816,7734550,6085738,545000,0,5,7
2012,North Texas,Sun Belt,Public,23870,8243195,6545108,545000,0,4,8
2013,North Texas,C-USA,Public,24126,9125716,7325765,545000,0,9,4
2014,North Texas,C-USA,Public,23762,8348300,5112509,710000,0,4,8
2015,North Texas,C-USA,Public,24918,12763221,8417458,720000,0,1,11
2016,North Texas,C-USA,Public,25486,9917343,9917343,815000,0,5,8
2003,Northern Illinois,MAC,Public,16398,3016082,4799786,-1,0,10,2
2004,Northern Illinois,MAC,Public,16157,2267048,4655778,-1,0,9,3
2005,Northern Illinois,MAC,Public,16609,2265844,4432466,-1,0,7,5
2006,Northern Illinois,MAC,Public,16942,3361600,5494091,212496,0,7,6
2007,Northern Illinois,MAC,Public,16940,5351447,5280045,305136,0,2,10
2008,Northern Illinois,MAC,Public,16470,5150310,7186711,-1,0,6,7
2009,Northern Illinois,MAC,Public,16334,2729774,5955460,340000,0,7,6
2010,Northern Illinois,MAC,Public,15850,4140272,6312477,346812,0,11,3
2011,Northern Illinois,MAC,Public,15222,7150133,7150133,371000,0,11,3
2012,Northern Illinois,MAC,Public,14487,8146093,8146093,420000,0,12,2
2013,Northern Illinois,MAC,Public,13813,8313117,8313115,375000,0,12,2
2014,Northern Illinois,MAC,Public,13467,8268043,8268043,400000,0,11,3
2015,Northern Illinois,MAC,Public,13162,9202985,9202985,400000,0,8,6
2016,Northern Illinois,MAC,Public,12323,8035152,8035152,623000,0,5,7
2003,Northwestern,Big Ten,Private,7867,14952742,9503214,-1,0,6,7
2004,Northwestern,Big Ten,Private,7909,14743414,10068010,-1,0,6,6
2005,Northwestern,Big Ten,Private,8045,17098685,10809964,-1,0,7,5
2006,Northwestern,Big Ten,Private,7976,15513675,11125131,-1,0,4,8
2007,Northwestern,Big Ten,Private,8100,21080405,12113946,-1,0,6,6
2008,Northwestern,Big Ten,Private,8341,23951794,15712887,-1,0,9,4
2009,Northwestern,Big Ten,Private,8499,22704959,15733548,-1,0,8,5
2010,Northwestern,Big Ten,Private,8498,28198769,19430675,-1,0,7,6
2011,Northwestern,Big Ten,Private,8389,27547684,20148403,1189961,0,6,7
2012,Northwestern,Big Ten,Private,8502,30143982,21722796,1280751,0,10,3
2013,Northwestern,Big Ten,Private,8458,31483008,22642960,2221153,0,5,7
2014,Northwestern,Big Ten,Private,8357,31664655,20884258,2480967,0,5,7
2015,Northwestern,Big Ten,Private,8216,36212907,24629741,2490858,0,10,3
2016,Northwestern,Big Ten,Private,8249,38681564,26751803,3350638,0,7,6
2003,Notre Dame,Independent,Private,8293,38596090,11393367,-1,0,5,7
2004,Notre Dame,Independent,Private,8309,41754817,15092475,-1,0,6,6
2005,Notre Dame,Independent,Private,8260,61463627,17973037,-1,0,9,3
2006,Notre Dame,Independent,Private,8338,63675034,17842288,-1,0,10,3
2007,Notre Dame,Independent,Private,8371,59774851,16589924,673779,0,3,9
2008,Notre Dame,Independent,Private,8337,56929397,18746728,-1,0,7,6
2009,Notre Dame,Independent,Private,8351,64163063,29490788,640851,0,6,6
2010,Notre Dame,Independent,Private,8411,68782560,25164887,-1,0,8,5
2011,Notre Dame,Independent,Private,8422,68986659,25757968,-1,0,8,5
2012,Notre Dame,Independent,Private,8453,78349132,32373258,2424301,1,12,1
2013,Notre Dame,Independent,Private,8449,80558922,32761396,1088179,0,9,4
2014,Notre Dame,Independent,Private,8410,86125989,31872250,1457284,0,8,5
2015,Notre Dame,Independent,Private,8413,98532894,38971302,1187272,0,10,3
2016,Notre Dame,Independent,Private,8480,96835375,33257684,1624730,1,4,8
2003,Ohio,MAC,Public,16053,3336423,3321350,-1,0,2,10
2004,Ohio,MAC,Public,15979,3764754,3764754,-1,0,4,7
2005,Ohio,MAC,Public,16094,2353407,4265821,-1,0,4,7
2006,Ohio,MAC,Public,16562,4445964,4445964,249672,0,9,5
2007,Ohio,MAC,Public,16644,4986723,4986723,257162,0,6,6
2008,Ohio,MAC,Public,16204,6043619,5869228,-1,0,4,8
2009,Ohio,MAC,Public,16497,7467896,7385482,385000,0,9,5
2010,Ohio,MAC,Public,17100,6755565,5877304,458300,0,8,5
2011,Ohio,MAC,Public,17112,8707617,7868104,465099,0,10,4
2012,Ohio,MAC,Public,16855,7913757,7891541,500000,0,9,4
2013,Ohio,MAC,Public,16732,8416929,7702585,502400,0,7,6
2014,Ohio,MAC,Public,16986,8011239,7745655,553000,0,6,6
2015,Ohio,MAC,Public,17355,9616278,9037911,562760,0,8,5
2016,Ohio,MAC,Public,17794,10705125,10134888,572715,0,8,6
2003,Ohio State,Big Ten,Public,33421,46242355,16128530,-1,0,11,2
2004,Ohio State,Big Ten,Public,33584,51810607,25711478,-1,0,8,5
2005,Ohio State,Big Ten,Public,33817,60773537,32288865,-1,0,10,2
2006,Ohio State,Big Ten,Public,34982,59142071,32538319,890000,0,12,1
2007,Ohio State,Big Ten,Public,36616,65162179,33063248,965000,0,11,2
2008,Ohio State,Big Ten,Public,36333,68196195,32306906,-1,0,10,3
2009,Ohio State,Big Ten,Public,37629,63750000,31763036,1065000,0,11,1
2010,Ohio State,Big Ten,Public,38300,60837342,34373844,3512000,0,12,1
2011,Ohio State,Big Ten,Public,39053,58112270,34026871,1172000,1,6,7
2012,Ohio State,Big Ten,Public,38708,61131726,22984985,4250000,0,12,0
2013,Ohio State,Big Ten,Public,39877,65773860,23381516,4608000,0,12,2
2014,Ohio State,Big Ten,Public,40452,83547428,32588493,4486640,0,14,1
2015,Ohio State,Big Ten,Public,40898,86646061,37378146,5860000,0,12,1
2016,Ohio State,Big Ten,Public,41666,89893135,38446470,6003000,0,11,2
2003,Oklahoma,Big 12,Public,17996,34293061,13728435,-1,0,12,2
2004,Oklahoma,Big 12,Public,18269,32275608,14584731,-1,0,12,1
2005,Oklahoma,Big 12,Public,17655,33757486,13834164,-1,0,8,4
2006,Oklahoma,Big 12,Public,16404,37263255,18790701,950000,0,11,3
2007,Oklahoma,Big 12,Public,16994,40922446,18863323,970000,1,11,3
2008,Oklahoma,Big 12,Public,17075,42638431,20799933,-1,0,12,2
2009,Oklahoma,Big 12,Public,17131,58295888,20150769,1350000,0,8,5
2010,Oklahoma,Big 12,Public,16995,58811324,23191402,4275000,0,12,2
2011,Oklahoma,Big 12,Public,17648,59630425,24097643,4075000,0,10,3
2012,Oklahoma,Big 12,Public,17960,69647986,24533905,4550000,0,10,3
2013,Oklahoma,Big 12,Public,17399,71370051,28107666,4741667,0,11,2
2014,Oklahoma,Big 12,Public,17711,78737409,30316609,5058333,0,8,5
2015,Oklahoma,Big 12,Public,17893,94142098,35854266,5400000,0,11,2
2016,Oklahoma,Big 12,Public,18218,95876446,37848199,5550000,0,11,2
2003,Oklahoma State,Big 12,Public,16383,16670801,8764015,-1,0,9,4
2004,Oklahoma State,Big 12,Public,16796,18935014,8625007,-1,0,7,5
2005,Oklahoma State,Big 12,Public,16741,16917935,8136251,-1,0,4,7
2006,Oklahoma State,Big 12,Public,18737,20412787,9879701,250000,0,7,6
2007,Oklahoma State,Big 12,Public,18368,23106517,15473818,275000,0,7,6
2008,Oklahoma State,Big 12,Public,15472,26536625,12498599,-1,0,9,4
2009,Oklahoma State,Big 12,Public,15266,32787498,15479410,375000,0,9,4
2010,Oklahoma State,Big 12,Public,15736,33213396,13787271,1925000,0,11,2
2011,Oklahoma State,Big 12,Public,16342,41138312,26238172,2100000,0,12,1
2012,Oklahoma State,Big 12,Public,17451,38799125,19950826,3275000,0,8,5
2013,Oklahoma State,Big 12,Public,17747,48635619,22228460,3450000,0,10,3
2014,Oklahoma State,Big 12,Public,18121,43778793,19523281,3500000,0,7,6
2015,Oklahoma State,Big 12,Public,18237,47760618,19445963,3650000,1,10,3
2016,Oklahoma State,Big 12,Public,18330,42225614,19321071,3775000,0,10,3
2014,Old Dominion,C-USA,Public,15214,8709737,8709737,475000,0,6,6
2015,Old Dominion,C-USA,Public,15319,9634722,9634722,550000,0,5,7
2016,Old Dominion,C-USA,Public,15173,10391676,10391676,554590,0,10,3
2003,Oregon,Pac-10,Public,14452,18070390,10822601,-1,0,8,5
2004,Oregon,Pac-10,Public,14891,16849754,9450959,-1,1,5,6
2005,Oregon,Pac-10,Public,14996,18939177,12732315,-1,0,10,2
2006,Oregon,Pac-10,Public,14949,21495626,12641511,1101000,0,7,6
2007,Oregon,Pac-10,Public,15056,24493155,16293303,730232,0,9,4
2008,Oregon,Pac-10,Public,16107,24789755,15864420,-1,0,10,3
2009,Oregon,Pac-10,Public,16942,29505906,18071012,850000,0,10,3
2010,Oregon,Pac-10,Public,17798,27713278,18198476,2400000,0,12,1
2011,Oregon,Pac-12,Public,18710,51921731,20240213,2800000,0,12,2
2012,Oregon,Pac-12,Public,18820,53982076,21038456,3500000,0,12,1
2013,Oregon,Pac-12,Public,18872,55982658,18227805,1800000,1,11,2
2014,Oregon,Pac-12,Public,18654,60956894,20679336,2000000,0,13,2
2015,Oregon,Pac-12,Public,18604,66576139,23768207,3150000,0,9,4
2016,Oregon,Pac-12,Public,18309,66307082,28912049,3300000,0,4,8
2003,Oregon State,Pac-10,Public,13955,20593052,8617413,-1,0,8,5
2004,Oregon State,Pac-10,Public,13816,22377743,10175665,-1,0,7,5
2005,Oregon State,Pac-10,Public,13691,23915841,8139245,-1,0,5,6
2006,Oregon State,Pac-10,Public,13599,28299199,11740804,410000,0,10,4
2007,Oregon State,Pac-10,Public,13711,31867028,12799377,460000,0,9,4
2008,Oregon State,Pac-10,Public,13921,30874059,12529608,-1,0,9,4
2009,Oregon State,Pac-10,Public,15041,19056237,11981026,525000,0,8,5
2010,Oregon State,Pac-10,Public,16147,21690794,12282221,1110000,0,5,7
2011,Oregon State,Pac-12,Public,16880,20666946,11903213,1313471,0,3,9
2012,Oregon State,Pac-12,Public,17502,30555875,13792592,1317847,0,9,4
2013,Oregon State,Pac-12,Public,18118,28325249,14367451,1417843,0,7,6
2014,Oregon State,Pac-12,Public,18002,30916950,14690714,1510008,0,5,7
2015,Oregon State,Pac-12,Public,18080,32941918,15745809,2450000,0,2,10
2016,Oregon State,Pac-12,Public,18395,33866008,16354490,2550000,0,4,8
2003,Penn State,Big Ten,Public,33462,37112257,10940470,-1,0,3,9
2004,Penn State,Big Ten,Public,33376,33236463,10746179,-1,0,4,7
2005,Penn State,Big Ten,Public,33208,40555791,14140666,-1,0,11,1
2006,Penn State,Big Ten,Public,36612,44014052,14609828,-1,0,9,4
2007,Penn State,Big Ten,Public,34997,53766038,16537705,512664,0,9,4
2008,Penn State,Big Ten,Public,36329,61767717,19131957,-1,0,11,2
2009,Penn State,Big Ten,Public,37077,70208584,19780939,1097767,0,11,2
2010,Penn State,Big Ten,Public,36954,72747734,19519288,1109977,0,7,6
2011,Penn State,Big Ten,Public,37360,66210503,30206692,1022794,0,9,4
2012,Penn State,Big Ten,Public,37619,58722182,28637144,2300000,0,8,4
2013,Penn State,Big Ten,Public,38543,68018381,31488036,3282779,1,7,5
